id;nhogar;zona;v2_3;v4;h2_2;hacinam_3;tipoho_2;i_estratos;i_canastas;ca_canastas;ct_canastas;i_pobreza;ca_pobreza;ct_pobreza;fexp
1;1;1;2;2;2;1;3;1;1;284550.6108;752541.787399124;1;261361.1912;534338.475647056;1352
2;1;1;2;4;3;1;3;3;4;282815.5461;750632.034057529;3;259767.5254;533610.524479664;643
3;1;2;2;1;2;1;2;2;2;142275.3054;520252.983536892;2;130680.5956;357025.75330;2243
4;1;3;2;2;2;1;2;4;5;178711.6641;569066.454536892;3;164147.5774;392645.35900;583
5;1;1;2;4;2;1;3;2;2;357423.3282;853628.543045989;2;328295.1548;610094.638993528;135
6;1;1;2;2;2;1;2;4;5;178711.6641;530269.210890027;3;164147.5774;366490.297053528;748
7;1;1;2;1;2;1;2;2;2;178711.6641;530269.210890027;2;164147.5774;366490.297053528;861
8;1;1;2;2;2;1;2;4;5;142275.3054;481455.739890027;3;130680.5956;330870.691353528;1206
9;1;1;2;2;2;1;2;3;2;142275.3054;484915.553536892;3;130680.5956;335387.64330;1005
10;1;1;2;2;2;1;2;1;1;142275.3054;481455.739890027;1;130680.5956;330870.691353528;154
11;1;3;3;3;2;1;3;2;2;609007.7097;1274123.519784968;2;559376.6958;985621.089242232;333
12;1;2;2;1;2;2;3;5;5;357423.3282;821750.926692854;3;328295.1548;592973.48094;1867
13;1;1;2;2;2;1;3;1;1;320986.9695;801355.258399124;1;294828.1730;569958.081347056;1084
14;1;1;2;1;2;1;2;1;1;178711.6641;530269.210890027;1;164147.5774;366490.297053528;1224
15;1;2;2;1;3;1;2;1;1;142275.3054;481455.739890027;1;130680.5956;330870.691353528;747
16;1;2;2;3;2;1;3;1;1;426825.9162;1008122.344058921;1;392041.7868;757817.84907544960;1541
17;1;3;1;4;2;1;3;3;4;426825.9162;957554.108181896;3;392041.7868;747098.35459;343
18;1;1;2;3;3;1;3;1;1;320986.9695;769477.642045989;1;294828.1730;552836.923293528;927
19;1;2;2;2;2;1;3;2;2;357423.3282;821750.926692854;2;328295.1548;592973.48094;2133
20;1;2;2;2;2;1;2;3;3;178711.6641;533729.024536892;3;164147.5774;371007.24900;679
21;1;2;2;2;2;1;3;3;2;357423.3282;814831.299399124;3;328295.1548;583939.577047056;2407
22;1;2;1;3;2;1;2;1;1;142275.3054;435652.096946457;1;130680.5956;309401.241353528;160
22;2;2;1;3;2;2;1;2;1;386919.4281;918760.575238326;2;355387.4734;701873.466619960;160
22;3;2;1;3;2;1;2;2;2;142275.3054;439111.910593322;2;130680.5956;313918.19330;160
23;1;3;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;450
24;1;2;3;1;2;2;1;1;1;563896.0275;1241980.585768233;1;517941.3850;948190.659831396;339
25;1;2;1;2;2;1;1;2;2;381714.2340;888048.817463591;2;350606.4760;689273.103466432;478
26;1;1;2;3;1;1;3;5;5;497963.5689;926663.833015636;3;457382.0846;754121.50320100160;464
27;1;1;2;2;2;1;2;2;2;178711.6641;530269.210890027;2;164147.5774;366490.297053528;749
28;1;2;2;3;1;1;3;5;5;357423.3282;669181.049945384;3;328295.1548;528045.10314;2270
29;1;1;2;1;2;2;3;1;1;320986.9695;766017.828399124;1;294828.1730;548319.971347056;927
30;1;1;2;1;2;2;3;3;3;284550.6108;724123.984692854;3;261361.1912;521734.26954;788
31;1;1;2;2;1;1;3;3;4;357423.3282;665721.236298519;3;328295.1548;523528.151193528;693
32;1;1;2;1;2;2;3;2;2;320986.9695;801355.258399124;2;294828.1730;569958.081347056;790
33;1;2;2;2;2;1;3;2;2;357423.3282;814831.299399124;2;328295.1548;583939.577047056;649
34;1;2;2;2;2;1;3;3;2;284550.6108;717204.357399124;3;261361.1912;512700.365647056;1602
35;1;3;2;2;2;1;1;3;2;320986.9695;772937.455692854;3;294828.1730;557353.87524;581
36;1;3;2;3;1;1;1;1;1;366098.6517;743337.467925791;1;336263.4838;615036.39849129760;1011
37;1;1;2;1;2;1;2;4;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;1225
38;1;1;2;2;2;1;2;2;2;178711.6641;533729.024536892;2;164147.5774;371007.24900;191
39;1;2;2;2;2;1;2;5;5;178711.6641;530269.210890027;3;164147.5774;366490.297053528;2263
40;1;1;2;2;2;1;3;5;5;284550.6108;720664.171045989;3;261361.1912;517217.317593528;589
41;1;1;2;1;2;1;2;5;5;178711.6641;530269.210890027;3;164147.5774;366490.297053528;873
42;1;3;2;1;2;1;2;2;2;178711.6641;533729.024536892;2;164147.5774;371007.24900;184
43;1;2;2;2;2;1;3;3;4;320986.9695;769477.642045989;3;294828.1730;552836.923293528;1633
44;1;1;2;3;2;1;3;3;2;320986.9695;769477.642045989;3;294828.1730;552836.923293528;1192
45;1;1;2;4;3;1;2;2;2;142275.3054;481455.739890027;2;130680.5956;330870.691353528;941
46;1;1;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;154
47;1;3;2;3;2;1;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;227
48;1;2;2;1;3;2;1;1;1;492758.3748;1206445.275412868;1;452601.0872;906166.36351772960;481
49;1;2;1;1;3;2;1;2;2;485818.1160;1136148.303366448;2;446226.4240;875111.326392864;481
50;1;3;2;3;2;1;1;5;5;282815.5461;721799.533692854;3;259767.5254;520038.09784;397
51;1;1;2;3;2;1;3;3;4;284550.6108;724123.984692854;3;261361.1912;521734.26954;577
52;1;2;2;1;1;1;2;4;5;178711.6641;381159.147789422;3;164147.5774;306078.87120;648
53;1;3;2;3;2;1;2;4;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;621
54;1;1;2;2;2;1;3;5;5;357423.3282;818291.113045989;3;328295.1548;588456.528993528;756
55;1;2;2;2;3;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;2023
56;1;1;2;3;2;1;3;1;1;284550.6108;717204.357399124;1;261361.1912;512700.365647056;789
57;1;2;2;2;3;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;546
58;1;2;2;3;2;1;2;3;2;142275.3054;481455.739890027;3;130680.5956;330870.691353528;762
58;2;2;2;3;2;1;2;2;2;142275.3054;481455.739890027;2;130680.5956;330870.691353528;762
59;1;2;2;1;2;1;2;5;5;142275.3054;481455.739890027;3;130680.5956;330870.691353528;273
60;1;3;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;171
61;1;3;2;2;2;1;1;3;3;320986.9695;772937.455692854;3;294828.1730;557353.87524;533
62;1;3;1;3;3;1;1;3;3;411210.3339;961923.612185991;3;377698.7946;738805.412366432;1391
63;1;2;2;2;3;1;3;1;1;303636.3225;764271.26683378;1;278891.5150;568250.875142332;307
64;1;2;3;1;2;1;2;2;1;178711.6641;487925.381593322;2;164147.5774;349537.79900;336
65;1;2;2;1;2;1;2;4;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;1570
66;1;2;2;2;2;1;3;4;5;282815.5461;718754.417704394;3;259767.5254;516489.366426136;1452
67;1;1;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;984
68;1;2;2;1;2;1;2;4;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;1751
69;1;2;2;1;2;1;2;3;2;142275.3054;484915.553536892;3;130680.5956;335387.64330;255
70;1;1;2;2;2;1;2;3;3;142275.3054;484915.553536892;3;130680.5956;335387.64330;771
71;1;3;1;2;3;1;3;2;2;282815.5461;672950.774760824;2;259767.5254;495019.916426136;248
72;1;1;2;2;2;1;3;2;2;536134.9923;1158833.557559386;2;492442.7322;869193.61812192160;526
73;1;1;2;1;2;1;2;2;2;142275.3054;481455.739890027;2;130680.5956;330870.691353528;183
74;1;1;2;1;2;2;3;4;5;284550.6108;724123.984692854;3;261361.1912;521734.26954;659
75;1;1;2;2;2;1;3;4;5;284550.6108;724123.984692854;3;261361.1912;521734.26954;845
76;1;2;2;3;2;1;3;2;2;470202.5337;1098535.552459951;2;431883.4318;818292.01907743360;202
77;1;1;2;2;2;1;2;4;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;164
78;1;1;2;3;2;1;1;5;5;605537.5803;1314541.176343078;3;556189.3642;1011140.90786486560;148
79;1;3;2;1;2;2;1;1;1;464997.3396;1138428.680850803;1;427102.4344;862481.86437125760;549
80;1;2;3;1;2;2;1;3;2;320986.9695;727133.812749284;3;294828.1730;535884.42524;592
81;1;3;1;2;2;1;2;3;2;178711.6641;487925.381593322;3;164147.5774;349537.79900;215
82;1;3;2;1;3;2;1;1;1;562160.9628;1278468.383443513;1;516347.7192;972160.48702743360;332
83;1;2;1;2;2;1;1;1;1;381714.2340;884589.003816726;1;350606.4760;684756.151519960;477
84;1;1;2;3;2;1;3;3;2;320986.9695;772937.455692854;3;294828.1730;557353.87524;903
85;1;1;2;1;2;1;2;3;4;142275.3054;484915.553536892;3;130680.5956;335387.64330;847
86;1;1;2;1;2;2;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;761
87;1;2;2;3;2;1;1;4;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;1627
88;1;3;2;3;1;1;1;5;5;697496.0094;1351046.955300205;3;640653.6516;1088395.46723983240;336
89;1;2;1;3;3;1;3;1;1;473672.6631;1119787.036716048;1;435070.7634;863238.124492864;480
90;1;2;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;906
91;1;1;2;2;2;1;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;667
92;1;2;2;1;1;1;2;3;4;178711.6641;381159.147789422;3;164147.5774;306078.87120;453
93;1;1;2;2;2;1;2;5;5;142275.3054;481455.739890027;3;130680.5956;330870.691353528;656
94;1;1;2;2;2;1;3;5;5;357423.3282;821750.926692854;3;328295.1548;592973.48094;447
95;1;1;2;3;3;1;2;2;2;142275.3054;481455.739890027;2;130680.5956;330870.691353528;825
96;1;1;2;3;2;1;3;1;1;678410.2977;1398869.521658018;1;623123.3278;1064312.31147897760;399
97;1;1;2;3;2;1;3;5;5;282815.5461;718754.417704394;3;259767.5254;516489.366426136;570
98;1;3;2;2;1;1;2;5;5;178711.6641;381159.147789422;3;164147.5774;306078.87120;538
99;1;1;2;2;2;1;3;5;5;357423.3282;821750.926692854;3;328295.1548;592973.48094;332
100;1;1;2;2;2;1;2;2;2;178711.6641;533729.024536892;2;164147.5774;371007.24900;128
101;1;3;2;3;1;1;1;3;4;480612.9219;978301.296671848;3;441445.4266;799022.85161772960;401
102;1;2;2;1;1;2;1;2;3;419885.6574;849934.795948991;2;385667.1236;688315.11119129760;1008
103;1;2;2;2;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;1629
104;1;1;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;131
105;1;1;2;4;3;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;738
106;1;3;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;635
107;1;3;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;462
108;1;1;2;1;2;1;2;2;2;142275.3054;484915.553536892;2;130680.5956;335387.64330;656
109;1;2;2;1;1;1;2;5;5;142275.3054;332345.676789422;3;130680.5956;270459.26550;1355
110;1;3;3;1;2;2;3;2;2;320986.9695;727133.812749284;2;294828.1730;535884.42524;419
111;1;2;2;1;2;1;2;5;5;178711.6641;525280.999995742;3;164147.5774;362245.257202332;725
112;1;3;1;2;1;1;2;5;5;142275.3054;286542.033845852;3;130680.5956;248989.81550;124
113;1;2;2;2;2;1;3;5;5;284550.6108;724123.984692854;3;261361.1912;521734.26954;1289
114;1;1;2;3;2;1;3;3;3;284550.6108;712216.146504839;3;261361.1912;508455.325795860;482
115;1;1;2;2;2;1;2;2;2;142275.3054;476467.528995742;2;130680.5956;326625.651502332;802
116;1;1;2;2;2;1;2;3;4;142275.3054;484915.553536892;3;130680.5956;335387.64330;641
117;1;3;1;1;3;2;1;1;1;612477.8391;1429624.645136265;1;562564.0274;1082383.659347764;549
118;1;1;2;1;2;1;2;4;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;1023
119;1;2;2;2;2;1;2;4;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;582
120;1;3;1;1;2;2;1;1;1;607272.6450;1399965.524244275;1;557783.0300;1068908.477459296;1400
121;1;3;1;1;1;2;1;2;2;471937.5984;924378.576277078;2;433477.0976;769538.450995196;338
122;1;3;2;4;2;1;1;2;2;629828.4861;1513284.097883060;2;578500.6854;1124381.90173246040;1359
123;1;2;2;2;2;1;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;296
124;1;2;2;3;1;1;2;2;2;178711.6641;381159.147789422;2;164147.5774;306078.87120;201
125;1;2;3;1;2;1;2;3;4;142275.3054;439111.910593322;3;130680.5956;313918.19330;686
126;1;1;2;5;3;1;3;6;5;357423.3282;821750.926692854;3;328295.1548;592973.48094;340
127;1;1;2;1;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;943
128;1;2;2;2;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;2521
129;1;2;2;2;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;690
130;1;1;2;2;2;1;2;6;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;746
131;1;2;2;2;2;1;3;5;5;352218.1341;811732.457704394;3;323514.1574;584336.234426136;1833
132;1;2;2;2;2;1;1;5;5;352218.1341;814777.573692854;3;323514.1574;587884.96584;1779
133;1;1;2;3;2;1;3;5;5;357423.3282;821750.926692854;3;328295.1548;592973.48094;464
134;1;1;2;2;2;1;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;352
135;1;1;2;3;1;1;2;5;5;142275.3054;332345.676789422;3;130680.5956;270459.26550;642
136;1;2;2;3;3;1;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;1708
137;1;2;2;2;2;1;1;4;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;1262
138;1;2;1;2;3;2;1;1;1;579511.6098;1270828.466145203;1;532284.3772;981276.703318764;456
139;1;2;2;1;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;376
140;1;1;2;1;2;2;1;4;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;768
141;1;1;2;1;3;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;657
142;1;2;2;2;2;1;1;4;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;772
143;1;3;3;1;3;2;1;1;1;294960.9990;788140.020831336;1;270923.1860;602675.129745196;351
144;1;3;3;2;2;1;1;3;4;282815.5461;701401.309018179;3;259767.5254;505541.250916432;116
145;1;2;1;3;2;1;3;1;1;284550.6108;678320.341749284;1;261361.1912;500264.81954;168
146;1;2;2;3;2;1;2;2;2;178711.6641;525280.999995742;2;164147.5774;362245.257202332;322
147;1;3;2;2;2;1;1;2;2;411210.3339;1022871.289003611;2;377698.7946;763075.76269129760;542
148;1;2;1;2;3;1;1;1;1;432031.1103;978478.357342781;1;396822.7842;746848.749554900;452
149;1;2;3;1;2;1;2;2;2;178711.6641;487925.381593322;2;164147.5774;349537.79900;509
150;1;3;2;2;2;1;3;5;5;284550.6108;724123.984692854;3;261361.1912;521734.26954;328
151;1;3;1;1;2;1;2;5;5;142275.3054;439111.910593322;3;130680.5956;313918.19330;466
152;1;3;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;488
153;1;2;2;2;1;1;2;5;5;178711.6641;381159.147789422;3;164147.5774;306078.87120;453
154;1;1;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;844
155;1;2;2;2;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;690
156;1;1;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;715
157;1;2;2;4;2;1;3;5;5;357423.3282;813302.902151704;3;328295.1548;584211.489142332;213
158;1;3;2;3;2;1;1;2;2;673205.1036;1606658.981861565;2;618342.3304;1186223.95052042440;1268
159;1;1;2;2;3;1;1;3;4;315781.7754;765964.102692854;3;290047.1756;552265.36014;395
160;1;1;2;2;2;1;2;6;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;1094
161;1;1;2;2;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;640
162;1;2;2;1;2;1;2;3;3;142275.3054;476467.528995742;3;130680.5956;326625.651502332;234
163;1;2;1;3;3;1;3;1;1;640238.8743;1288846.835139848;1;588062.6802;1008483.268328468;185
164;1;1;2;4;3;1;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;370
165;1;1;2;2;2;1;1;5;5;320986.9695;764489.431151704;3;294828.1730;548591.883442332;393
166;1;1;2;2;2;1;2;2;2;178711.6641;533729.024536892;2;164147.5774;371007.24900;1022
167;1;2;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;844
168;1;3;2;2;2;1;2;3;3;178711.6641;533729.024536892;3;164147.5774;371007.24900;141
169;1;2;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;1681
170;1;3;2;2;2;2;1;2;2;556955.7687;1290699.291738118;2;511566.7218;969926.46462006160;441
171;1;2;2;2;2;1;1;4;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;1080
172;1;2;2;2;2;1;3;5;5;282815.5461;718754.417704394;3;259767.5254;516489.366426136;501
173;1;3;2;1;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;559
174;1;2;1;3;2;1;1;1;1;713111.5917;1562473.025953865;1;654996.6438;1182011.197947764;424
175;1;3;2;2;1;1;3;4;5;303636.3225;611701.39008631;3;278891.5150;503322.497342332;439
176;1;1;2;3;3;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;822
177;1;3;2;3;2;1;2;3;4;142275.3054;484915.553536892;3;130680.5956;335387.64330;74
178;1;1;2;1;1;1;2;5;5;142275.3054;332345.676789422;3;130680.5956;270459.26550;748
179;1;2;2;2;3;1;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;1176
180;1;2;2;3;2;1;2;4;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;418
181;1;1;2;2;2;1;3;5;5;461527.2102;1062203.145155056;3;423915.1028;801743.40750100160;358
182;1;3;1;3;3;1;1;4;5;307106.4519;840108.912022886;3;282078.8466;635339.123442864;549
183;1;2;2;3;3;1;1;5;5;360893.4576;920948.608594811;3;331482.4864;693189.39339129760;2696
184;1;1;2;1;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;1284
185;1;3;2;2;1;1;1;5;5;315781.7754;613394.225945384;3;290047.1756;487336.98234;380
186;1;2;2;2;3;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;906
187;1;1;2;3;2;1;3;5;5;357423.3282;821750.926692854;3;328295.1548;592973.48094;331
188;1;3;1;1;3;1;2;2;2;142275.3054;439111.910593322;2;130680.5956;313918.19330;202
189;1;2;2;1;1;1;2;5;5;142275.3054;332345.676789422;3;130680.5956;270459.26550;785
190;1;3;2;2;1;1;2;5;5;178711.6641;381159.147789422;3;164147.5774;306078.87120;125
191;1;2;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;1401
192;1;1;2;2;1;1;1;3;3;315781.7754;601901.085415774;3;290047.1756;475026.259128468;432
193;1;2;2;2;2;1;2;4;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;1858
194;1;2;2;2;1;1;2;5;5;178711.6641;381159.147789422;3;164147.5774;306078.87120;252
195;1;2;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;552
196;1;1;2;1;2;1;2;5;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;781
197;1;3;1;3;3;1;1;2;2;563896.0275;1329549.853075815;2;517941.3850;1014441.293545432;549
198;1;1;2;2;3;1;1;4;5;320986.9695;764489.431151704;3;294828.1730;548591.883442332;389
199;1;3;2;1;2;2;1;5;5;379979.1693;946659.170474011;3;349012.8102;711847.28209129760;396
200;1;1;2;1;1;1;2;5;5;178711.6641;381159.147789422;3;164147.5774;306078.87120;1022
201;1;3;1;1;2;2;1;1;1;419885.6574;973610.231221991;1;385667.1236;747286.270866432;538
202;1;2;2;3;1;1;1;5;5;513579.1512;1110622.695710565;3;471725.0768;891515.96422275640;770
203;1;2;2;3;2;1;1;5;5;418150.5927;1023772.559691261;3;384073.4578;761098.45769362960;2255
204;1;2;2;1;2;2;1;5;5;320986.9695;772937.455692854;3;294828.1730;557353.87524;329
205;1;2;1;2;3;2;1;1;1;544810.3158;1222598.002811248;1;500411.0612;941449.754192864;456
206;1;1;2;3;2;1;2;6;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;1250
207;1;2;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;858
208;1;2;2;2;2;1;2;4;5;178711.6641;533729.024536892;3;164147.5774;371007.24900;845
209;1;2;2;3;2;2;1;3;4;437236.3044;1057931.146111611;3;401603.7816;788518.33819129760;178
209;2;2;2;3;2;1;2;3;2;140540.2407;482591.102536892;3;129086.9298;333691.47160;178
210;1;1;2;2;2;1;2;3;2;142275.3054;484915.553536892;3;130680.5956;335387.64330;722
211;1;2;2;2;2;1;1;5;5;352218.1341;814777.573692854;3;323514.1574;587884.96584;1726
212;1;1;2;2;2;1;2;5;5;142275.3054;484915.553536892;3;130680.5956;335387.64330;738
213;1;3;1;3;1;1;3;2;1;440706.4338;809273.05598969;2;404791.1132;664653.346294664;375
214;1;2;2;2;1;1;1;5;5;320986.9695;620367.578945384;3;294828.1730;492425.49744;694
215;1;2;2;2;1;1;1;6;5;315781.7754;613394.225945384;3;290047.1756;487336.98234;551
216;1;2;2;3;2;1;2;3;3;140540.2407;482591.102536892;3;129086.9298;333691.47160;1452
217;1;1;2;3;2;1;2;5;5;173506.47;518307.646995742;3;159366.58;357156.742102332;853
218;1;1;2;1;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;895
219;1;1;2;2;2;1;1;5;5;314046.7107;763639.651692854;3;288453.5098;550569.18844;388
220;1;1;2;2;1;1;2;5;5;140540.2407;330021.225789422;3;129086.9298;268763.09380;132
221;1;2;2;1;3;2;1;2;2;747812.8857;1780312.170999022;2;686869.9598;1315231.43279685640;481
222;1;3;2;2;2;1;1;5;5;369568.7811;932635.227630811;3;339450.8154;701670.25189129760;1374
223;1;2;2;3;3;1;1;5;5;314046.7107;763639.651692854;3;288453.5098;550569.18844;1828
224;1;2;2;1;3;2;1;1;1;458057.0808;1155987.847537763;1;420727.7712;867341.16259416160;482
225;1;3;2;2;2;1;2;4;5;173506.47;526755.671536892;3;159366.58;365918.73390;408
226;1;2;2;1;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;1810
227;1;3;2;3;2;1;2;2;2;140540.2407;482591.102536892;2;129086.9298;333691.47160;177
227;2;3;2;3;2;1;2;3;2;173506.47;526755.671536892;3;159366.58;365918.73390;177
228;1;2;2;3;2;1;2;4;5;140540.2407;482591.102536892;3;129086.9298;333691.47160;195
229;1;2;2;2;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;676
230;1;3;2;2;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;583
231;1;2;2;2;2;1;2;5;5;140540.2407;482591.102536892;3;129086.9298;333691.47160;1716
232;1;3;2;1;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;476
233;1;2;2;1;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;2521
234;1;1;2;2;2;1;1;6;5;353953.1988;911599.313366011;3;325107.8232;686404.70659129760;903
235;1;1;2;2;2;1;3;5;5;352218.1341;814777.573692854;3;323514.1574;587884.96584;387
236;1;1;2;4;3;1;3;5;5;440706.4338;1054843.84489793;3;404791.1132;772165.20661952960;299
237;1;2;2;3;2;1;1;6;5;315781.7754;757516.078151704;3;290047.1756;543503.368342332;901
238;1;3;3;2;2;2;1;2;2;496228.5042;1138679.105680038;2;455788.4188;872977.633381332;334
239;1;1;2;1;2;2;1;5;5;315781.7754;765964.102692854;3;290047.1756;552265.36014;460
240;1;2;2;3;2;1;1;6;5;239438.9286;689093.676961749;3;219925.8804;484606.408416432;440
241;1;2;2;3;2;1;1;4;5;347012.94;804759.104704394;3;318733.16;579247.719326136;722
242;1;3;2;2;3;2;1;2;2;567366.1569;1428474.605081215;2;521128.7166;1061966.68502275640;1066
243;1;2;2;3;1;1;1;2;1;600332.3862;1137906.716558603;2;551408.3668;921175.92404362960;307
244;1;2;3;1;2;1;2;5;5;173506.47;480952.028593322;3;159366.58;344449.28390;403
245;1;1;2;2;2;1;2;4;5;173506.47;518307.646995742;3;159366.58;357156.742102332;803
246;1;2;2;3;2;1;3;3;2;315781.7754;765964.102692854;3;290047.1756;552265.36014;444
247;1;1;2;2;2;1;2;5;5;140540.2407;482591.102536892;3;129086.9298;333691.47160;843
248;1;3;1;2;1;2;1;1;1;428560.9809;899798.923907123;1;393635.4526;742868.753369296;338
249;1;3;2;2;2;1;1;1;1;386919.4281;974720.041161661;1;355387.4734;721898.77709362960;542
250;1;3;3;2;2;1;2;5;5;173506.47;480952.028593322;3;159366.58;344449.28390;126
251;1;3;2;5;1;1;1;1;1;1322119.3014;2415573.455932533;1;1214373.3396;1860888.57581481640;1359
252;1;2;2;2;2;1;2;3;3;140540.2407;482591.102536892;3;129086.9298;333691.47160;376
253;1;3;1;3;3;1;1;1;1;581246.6745;1354879.861147815;1;533878.0430;1031248.580545432;549
254;1;3;2;4;1;1;1;2;3;570836.2863;1128980.538657788;2;524316.0482;904526.86860386560;1071
255;1;2;3;1;2;1;2;2;2;173506.47;480952.028593322;2;159366.58;344449.28390;2172
256;1;2;1;2;3;1;3;2;2;314046.7107;714790.892760824;2;288453.5098;525551.007026136;203
257;1;1;2;3;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;669
258;1;3;2;2;1;1;1;1;1;281080.4814;590353.854214279;1;258173.8596;460540.581416432;69
259;1;2;2;4;2;1;3;5;5;487553.1807;1100308.118251516;3;447820.0898;830734.71441486560;1371
260;1;1;2;2;2;1;1;5;5;314046.7107;763639.651692854;3;288453.5098;550569.18844;378
261;1;3;2;2;1;1;1;5;5;314046.7107;611069.774945384;3;288453.5098;485640.81064;395
262;1;1;2;1;2;1;2;1;1;140540.2407;482591.102536892;1;129086.9298;333691.47160;687
263;1;1;2;2;2;1;1;5;5;314046.7107;763639.651692854;3;288453.5098;550569.18844;376
264;1;3;2;1;2;1;2;4;5;140540.2407;482591.102536892;3;129086.9298;333691.47160;360
265;1;2;2;3;2;1;1;5;5;314046.7107;763639.651692854;3;288453.5098;550569.18844;1216
266;1;3;2;3;2;1;3;5;5;425090.8515;1016164.461192316;3;390448.1210;769672.53321486560;312
267;1;1;2;2;2;1;2;4;5;173506.47;526755.671536892;3;159366.58;365918.73390;896
268;1;2;2;2;2;1;2;5;5;173506.47;526755.671536892;3;159366.58;365918.73390;2028
269;1;1;2;2;2;1;2;5;5;140540.2407;482591.102536892;3;129086.9298;333691.47160;1155
270;1;1;2;2;2;1;1;5;5;314046.7107;763639.651692854;3;288453.5098;550569.18844;505
271;1;2;2;2;2;1;1;5;5;239438.9286;689093.676961749;3;219925.8804;484606.408416432;2706
272;1;2;2;4;1;1;1;5;5;314046.7107;611069.774945384;3;288453.5098;485640.81064;1219
273;1;2;2;2;1;1;2;6;5;140540.2407;330021.225789422;3;129086.9298;268763.09380;551
274;1;3;2;2;3;1;2;5;5;140540.2407;482591.102536892;3;129086.9298;333691.47160;369
