id;nhogar;zona;v2_3;v4;h2_2;hacinam_3;tipoho_2;i_estratos;i_canastas;ca_canastas;ct_canastas;i_pobreza;ca_pobreza;ct_pobreza;fexp
1921;1;3;2;2;1;1;2;5;5;124924.6584;312166.31508931;3;114743.9376;263045.911052332;53
1922;1;1;2;3;1;1;2;2;2;124924.6584;312166.31508931;2;114743.9376;263045.911052332;652
1923;1;2;2;4;1;1;2;4;5;142275.3054;335410.82508931;3;130680.5956;280007.628052332;639
1924;1;1;2;4;1;1;2;2;2;124924.6584;312166.31508931;2;114743.9376;263045.911052332;1020
1925;1;1;2;3;1;1;1;5;5;267199.9638;554439.89454516;3;245424.5332;458940.899844664;382
1926;1;1;2;6;1;1;1;6;5;407740.2045;828169.373034740;3;374511.4630;708540.91463946960;332
1927;1;1;2;4;1;1;2;6;5;124924.6584;312166.31508931;3;114743.9376;263045.911052332;850
1928;1;1;2;3;1;1;2;2;3;142275.3054;335410.82508931;2;130680.5956;280007.628052332;621
1929;1;3;2;3;3;1;2;2;2;124924.6584;464736.19183678;2;114743.9376;327974.288852332;60
1930;1;2;2;7;1;1;2;1;1;249849.3168;536598.293097850;1;229487.8752;447192.443228468;508
1931;1;2;2;3;3;1;2;3;2;124924.6584;464736.19183678;3;114743.9376;327974.288852332;1429
1932;1;1;2;2;1;1;2;5;5;124924.6584;312166.31508931;3;114743.9376;263045.911052332;743
1933;1;2;2;5;1;1;2;6;5;142275.3054;335410.82508931;3;130680.5956;280007.628052332;731
1934;1;1;2;3;1;1;2;3;4;142275.3054;335410.82508931;3;130680.5956;280007.628052332;888
1935;1;3;2;1;1;1;2;5;5;124924.6584;312166.31508931;3;114743.9376;263045.911052332;549
1936;1;3;1;3;1;1;1;4;5;267199.9638;508636.25160159;3;245424.5332;437471.449844664;499
1937;1;2;2;3;1;1;2;2;2;124924.6584;312166.31508931;2;114743.9376;263045.911052332;858
1938;1;3;1;3;1;1;2;2;3;124924.6584;266362.67214574;2;114743.9376;241576.461052332;234
1939;1;3;2;3;1;1;3;6;5;390389.5575;802438.34239851;3;358574.8050;689914.66866952960;436
1940;1;1;2;3;3;1;2;5;5;142275.3054;487980.70183678;3;130680.5956;344936.005852332;698
1941;1;2;2;4;1;1;1;5;5;267199.9638;554439.89454516;3;245424.5332;458940.899844664;661
1942;1;3;2;3;1;1;2;4;5;124924.6584;312166.31508931;3;114743.9376;263045.911052332;146
1943;1;2;2;8;3;1;2;2;2;249849.3168;689168.169845320;2;229487.8752;512120.821028468;334
