id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;t1;t2;t3;t4;t5;t6;t7;t8;t9;t10;t11;t12;estado;categori;t_calocu;t15;t18;t19;t20_1;t21_1;t22_1;t48a_d;t48b_d;t50d_a;t50d_b;t50d_c;t50d_d;t50d_e;t50d_f;t51_d;t23_1_cod;t24_1_cod;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40a;t40b;t40_2;t41_cod_2;t47;t48;t48a;t48b;t49;t50a;t50b;t50c;t50d;t50e;t50f;t51_bis;tsd3;tsd6;tsd4;tsd7;tsd7a;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;t40bis_a;t40bis_a2;t40bis_b;t40bis_d;t40bis_f;fexp
866;1;3;2;12;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1180000;393333.3;1;1;2;0;0;0;0;0;501
867;1;1;2;48;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;1009;1;2;2;4;0;2;20333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;500000;9;500000;2;0;2;0;2;0;9;500000;9;500000;500000.0;2;3;2;1;0;0;2;0;591
868;1;1;1;48;2;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;34.0;2;0;2;5900;5;2;1;1;0;1;31133;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;110000;1;210000;2;0;1;500000;9;1200000;9;1410000;9;1410000;705000.0;2;4;3;1;0;0;1;1;1270
868;1;2;1;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1410000;705000.0;1;1;3;0;0;0;0;0;1270
869;1;1;2;48;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;75.0;2;0;2;5202;4;2;1;1;0;1;36114;2;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1300000;1;1300000;2;0;2;0;2;0;1;1300000;1;1300000;1300000.0;2;3;1;5;0;0;1;1;510
870;1;1;3;48;2;1;1;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1200000;171428.6;2;3;2;0;0;0;0;0;1015
870;1;2;3;44;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;2100;1;2;2;4;0;2;81331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;1200000;9;1200000;2;0;2;0;2;0;9;1200000;9;1200000;171428.6;2;3;2;4;0;0;1;1;1015
870;1;3;3;18;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1200000;171428.6;1;1;2;0;0;0;0;0;1015
870;1;4;3;14;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1200000;171428.6;1;1;2;0;0;0;0;0;1015
870;1;5;3;12;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1200000;171428.6;1;1;2;0;0;0;0;0;1015
870;1;6;3;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1200000;171428.6;1;1;2;0;0;0;0;0;1015
870;1;7;3;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1200000;171428.6;1;1;2;0;0;0;0;0;1015
871;1;1;1;48;2;1;2;2;2;5;1;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0.0;0;0;2;7200;5;2;2;3;0;1;42201;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1100000;1;1450000;2;0;2;0;2;0;1;1450000;1;1450000;725000.0;2;4;2;1;0;0;3;0;590
871;1;2;1;16;2;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1450000;725000.0;1;1;2;0;0;0;0;0;590
872;1;1;3;48;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;49.0;2;0;2;2900;1;2;2;3;0;1;80203;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1700000;1;1700000;2;0;2;0;2;0;1;1700000;1;2450000;816666.7;2;3;3;1;0;0;2;0;362
872;1;2;3;49;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35.0;2;0;2;7000;5;2;2;3;0;1;10333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;750000;1;750000;2;0;2;0;2;0;1;750000;1;2450000;816666.7;2;3;3;1;0;0;2;0;362
872;1;3;3;14;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;2450000;816666.7;1;1;3;0;0;0;0;0;362
873;1;1;2;48;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;7000;5;2;2;2;0;1;91331;0;0;0;0;2;1;1;1;2;2;2;2;0;0;0;0;0;1;0;2;1;900000;1;900000;2;0;2;0;2;0;1;900000;9;1550000;387500.0;2;4;3;1;0;0;2;0;1045
873;1;2;2;48;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;25.0;2;0;2;8501;7;1;2;4;0;2;41332;0;0;0;0;2;1;1;1;1;1;1;1;0;0;0;0;0;1;0;2;1;550000;9;650000;2;0;2;0;2;0;9;650000;9;1550000;387500.0;2;4;5;1;0;0;2;0;1045
873;1;3;2;17;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1550000;387500.0;1;1;4;0;0;0;0;0;1045
873;1;4;2;14;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1550000;387500.0;1;1;4;0;0;0;0;0;1045
874;1;1;1;48;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23.0;1;1;1;7400;5;2;1;1;0;1;80132;2;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1500000;1;1500000;2;0;9;50000;9;50000;9;1550000;9;1550000;1550000.0;2;4;4;4;0;0;1;1;137
875;1;1;1;48;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;64.0;2;0;2;8600;7;1;4;4;0;2;40331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;725000;9;1525000;2;0;2;0;2;0;9;1525000;9;1525000;508333.3;2;4;2;1;0;0;2;0;412
875;1;2;1;44;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1525000;508333.3;2;4;2;0;0;0;0;0;412
875;1;3;1;22;2;3;5;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;4;1;2023;3;0;0;0;0;2;2;2;2;2;2;3;4807;30333;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1525000;508333.3;1;4;2;0;0;0;0;0;412
876;1;1;2;48;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45.0;2;0;2;9409;8;2;2;4;0;2;7001;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;3000000;1;3000000;2;0;2;0;2;0;1;3000000;1;5000000;1250000.0;2;4;3;1;0;0;1;1;504
876;1;2;2;48;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45.0;2;0;2;8501;7;2;3;4;0;2;7001;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;2000000;1;2000000;2;0;2;0;2;0;1;2000000;1;5000000;1250000.0;2;4;3;1;0;0;1;1;504
876;1;3;2;19;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;5000000;1250000.0;1;3;3;0;0;0;0;0;504
876;1;4;2;16;2;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;5000000;1250000.0;1;1;3;0;0;0;0;0;504
877;1;1;1;48;2;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33.0;2;0;2;8600;7;2;2;1;0;1;40131;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000000;1;1000000;2;0;2;0;1;200000;1;1200000;1;1250000;312500.0;2;4;3;1;0;0;1;1;427
877;1;2;1;18;2;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;25000;1;25000;1;1250000;312500.0;1;3;3;0;0;0;0;0;427
877;1;3;1;16;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;25000;1;25000;1;1250000;312500.0;1;1;3;0;0;0;0;0;427
877;1;4;1;10;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1250000;312500.0;1;1;3;0;0;0;0;0;427
878;1;1;2;48;2;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45.0;2;0;2;7200;5;1;2;4;0;2;42331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1000000;1;1000000;2;0;2;0;2;0;1;1000000;1;1000000;500000.0;2;4;3;1;0;0;1;1;438
878;1;2;2;10;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1000000;500000.0;1;1;3;0;0;0;0;0;438
879;1;1;1;48;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;49.0;2;0;2;6900;5;2;1;1;0;1;11131;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;400000;9;400000;2;0;2;0;2;0;9;400000;9;400000;80000.0;2;4;4;4;0;0;1;1;305
879;1;2;1;45;2;2;1;2;2;2;0;0;0;0;0;2;2;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;400000;80000.0;2;4;4;0;0;0;0;0;305
879;1;3;1;14;2;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;400000;80000.0;1;1;4;0;0;0;0;0;305
879;1;4;1;11;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;400000;80000.0;1;1;4;0;0;0;0;0;305
879;1;5;1;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;400000;80000.0;1;1;4;0;0;0;0;0;305
879;1;6;1;24;2;5;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50.0;2;0;2;9700;9;0;0;0;0;0;55314;0;0;0;0;2;2;2;2;2;2;2;3;1;2;0;2;0;1;0;2;1;267000;1;267000;2;0;2;0;2;0;1;267000;9;400000;80000.0;2;3;1;7;0;1;2;0;305
880;1;1;2;49;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56.0;1;1;1;7400;5;2;1;1;0;1;11331;1;1;5;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;9;930000;232500.0;1;3;3;4;0;0;1;1;308
880;1;2;2;44;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;54.0;2;0;2;5601;3;2;2;4;0;2;58313;0;0;0;0;2;1;1;1;1;1;1;1;0;0;0;0;0;1;0;2;1;500000;1;500000;2;0;2;0;2;0;1;500000;9;930000;232500.0;2;2;3;1;0;0;2;0;308
880;1;3;2;21;1;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;54.0;1;1;2;5601;3;2;2;3;0;1;53314;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;430000;9;430000;2;0;2;0;2;0;9;430000;9;930000;232500.0;2;2;3;1;0;0;2;0;308
880;1;4;2;18;2;3;5;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;930000;232500.0;1;3;3;0;0;0;0;0;308
881;1;1;3;49;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10.0;2;0;2;8800;7;3;2;3;0;1;53313;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;1;78000;1;78000;2;0;2;0;1;149000;1;227000;9;1986086;198608.6;2;1;1;1;0;0;2;0;549
881;1;2;3;56;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50.0;2;0;2;4000;2;2;2;9;9;9;72313;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;1;400000;1;400000;2;0;2;0;2;0;1;400000;9;1986086;198608.6;2;1;1;6;0;0;2;0;549
881;1;3;3;29;1;3;1;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;1;1;2024;3;0;0;0;0;2;2;2;2;2;2;3;4000;72313;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;806000;2;0;2;0;2;0;1;806000;9;1986086;198608.6;2;1;1;0;0;0;0;0;549
881;1;4;3;30;2;4;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;9700;9;0;0;0;0;0;55314;0;0;0;0;2;2;2;2;2;2;2;3;1;2;0;3;0;1;0;2;1;200000;1;200000;2;0;2;0;2;0;1;200000;9;1986086;198608.6;2;2;1;7;0;1;2;0;549
881;1;5;3;25;2;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50.0;2;0;2;1400;1;2;2;9;5;1;80313;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;9;200000;9;200000;2;0;2;0;1;153086;9;353086;9;1986086;198608.6;2;1;1;1;0;0;2;0;549
881;1;6;3;20;2;3;5;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1986086;198608.6;1;3;1;0;0;0;0;0;549
881;1;7;3;17;2;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1986086;198608.6;2;1;1;0;0;0;0;0;549
881;1;8;3;9;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1986086;198608.6;1;1;1;0;0;0;0;0;549
881;1;9;3;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1986086;198608.6;1;1;1;0;0;0;0;0;549
881;1;10;3;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1986086;198608.6;3;1;1;0;0;0;0;0;549
882;1;1;3;49;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;62.0;2;0;2;4000;2;2;2;2;0;1;72313;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;1;300000;1;500000;2;0;2;0;2;0;1;500000;1;580000;145000.0;2;1;1;6;0;0;2;0;549
882;1;2;3;27;2;2;1;2;2;4;0;0;0;0;0;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;80000;1;80000;1;580000;145000.0;1;1;1;0;0;0;0;0;549
882;1;3;3;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;580000;145000.0;1;1;1;0;0;0;0;0;549
882;1;4;3;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;580000;145000.0;1;1;1;0;0;0;0;0;549
883;1;1;2;49;2;1;5;2;2;4;0;0;0;0;0;2;2;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;77000;1;77000;1;93000;46500.0;2;1;1;0;0;0;0;0;248
883;1;2;2;16;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;16000;1;16000;1;93000;46500.0;1;1;1;0;0;0;0;0;248
884;1;1;2;49;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15.0;2;0;2;8101;5;2;3;3;0;1;56314;0;0;0;0;2;2;2;1;2;2;2;3;0;0;0;0;0;1;0;2;1;78000;1;78000;2;0;2;0;2;0;1;78000;9;1138000;284500.0;2;1;1;3;0;2;2;0;225
884;1;2;2;55;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;4000;2;2;2;2;0;1;80313;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;9;900000;9;900000;2;0;2;0;2;0;9;900000;9;1138000;284500.0;2;1;1;5;0;0;2;0;225
884;1;3;2;21;1;3;5;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;5;1;2024;3;0;0;0;0;2;2;2;2;2;2;3;5201;36314;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;40000;2;0;2;0;2;0;9;40000;9;1138000;284500.0;1;3;1;0;0;0;0;0;225
