id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;t1;t2;t3;t4;t5;t6;t7;t8;t9;t10;t11;t12;estado;categori;t_calocu;t15;t18;t19;t20_1;t21_1;t22_1;t48a_d;t48b_d;t50d_a;t50d_b;t50d_c;t50d_d;t50d_e;t50d_f;t51_d;t23_1_cod;t24_1_cod;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40a;t40b;t40_2;t41_cod_2;t47;t48;t48a;t48b;t49;t50a;t50b;t50c;t50d;t50e;t50f;t51_bis;tsd3;tsd6;tsd4;tsd7;tsd7a;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;t40bis_a;t40bis_a2;t40bis_b;t40bis_d;t40bis_f;fexp
122;1;5;3;9;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;825000;165000.0;1;1;2;0;0;0;0;0;1359
123;1;1;2;26;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.0;1;1;1;4000;2;2;1;1;0;1;72113;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;200000;1;200000;2;0;2;0;1;130000;1;330000;1;1230000;615000.0;2;2;4;5;0;0;2;0;296
123;1;2;2;25;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30.0;2;0;2;6500;5;2;2;4;0;2;35333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;900000;1;900000;2;0;2;0;2;0;1;900000;1;1230000;615000.0;2;3;3;1;0;0;1;1;296
124;1;1;2;26;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;54.0;2;0;1;4501;3;2;2;3;0;1;30333;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;1;200000;1;200000;2;0;2;0;2;0;1;200000;1;200000;200000.0;2;1;1;4;0;0;1;1;201
125;1;1;2;26;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;54.0;2;0;2;1009;1;2;2;3;0;1;30314;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;400000;1;400000;2;0;2;0;2;0;1;400000;1;400000;400000.0;2;4;2;1;0;0;2;0;686
126;1;1;1;26;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35.0;1;1;1;9000;8;2;1;1;0;1;50131;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1000000;9;1000000;2;0;1;1200000;1;1200000;9;2200000;9;5015000;2507500.0;2;4;3;4;0;0;1;1;340
126;1;2;1;26;1;4;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45.0;2;0;1;6900;5;2;2;4;0;2;11331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;975000;1;1615000;2;0;1;1200000;1;1200000;1;2815000;9;5015000;2507500.0;1;4;2;1;0;0;1;1;340
127;1;1;1;26;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;48.0;1;1;1;7301;5;2;3;3;0;1;32332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;499000;1;709000;2;0;2;0;1;100000;1;809000;1;809000;809000.0;2;4;3;1;0;0;1;1;943
128;1;1;2;26;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45.0;2;0;2;9502;8;2;2;1;0;1;82112;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;800000;1;800000;2;0;2;0;2;0;1;800000;1;800000;800000.0;2;3;4;1;0;0;1;1;2521
129;1;1;2;26;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;6400;5;2;2;4;0;2;32331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;2000000;1;2000000;2;0;2;0;2;0;1;2000000;1;2000000;2000000.0;2;4;2;4;0;0;1;1;690
130;1;1;1;26;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;6200;5;2;2;4;0;2;81331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;2150000;1;2150000;2;0;2;0;2;0;1;2150000;1;2150000;2150000.0;2;4;3;4;0;0;1;1;746
131;1;1;2;26;1;1;5;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;2;1;2021;3;0;0;0;0;2;2;2;2;2;2;3;2500;10333;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1070000;535000.0;2;3;1;0;0;0;0;0;1833
131;1;2;2;54;1;4;2;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;56.0;2;0;2;8600;7;1;3;4;0;2;40312;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;850000;9;1070000;2;0;2;0;2;0;9;1070000;9;1070000;535000.0;2;4;2;2;0;0;2;0;1833
132;1;1;2;27;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35.0;1;2;1;4903;4;2;1;1;0;1;34123;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;380000;1;380000;2;0;2;0;2;0;1;380000;9;1980000;990000.0;1;3;2;8;1;0;2;0;1779
132;1;2;2;34;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30.0;2;0;2;6400;5;2;2;9;5;1;30331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;1600000;9;1600000;2;0;2;0;2;0;9;1600000;9;1980000;990000.0;1;3;3;1;0;0;1;1;1779
133;1;1;1;27;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;7000;5;2;2;4;0;2;43331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;820000;1;820000;2;0;2;0;2;0;1;820000;1;1250000;625000.0;1;3;2;4;0;0;1;1;464
133;1;2;1;28;1;6;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30.0;2;0;2;8401;6;1;4;4;0;2;11333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;430000;1;430000;2;0;2;0;2;0;1;430000;1;1250000;625000.0;1;3;2;4;0;0;1;1;464
134;1;1;1;27;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;7500;5;2;2;3;0;1;30333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;694000;1;694000;2;0;2;0;2;0;1;694000;1;1184000;592000.0;1;3;3;1;0;0;2;0;352
134;1;2;1;28;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;1;2604;1;2;2;3;0;1;92332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;490000;1;490000;2;0;2;0;2;0;1;490000;1;1184000;592000.0;2;2;3;1;0;0;2;0;352
135;1;1;1;27;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35.0;2;0;2;7301;5;2;1;1;0;1;32131;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;500000;1;500000;2;0;2;0;9;500000;9;1000000;9;1000000;1000000.0;1;3;4;4;0;0;1;1;642
136;1;1;2;27;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;46.0;2;0;2;4801;3;2;2;4;0;2;81331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;2000000;1;2070000;2;0;2;0;2;0;1;2070000;9;2370000;1185000.0;1;3;2;4;0;0;1;1;1708
136;1;2;2;21;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;4801;3;2;2;4;0;2;81331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;300000;9;300000;2;0;2;0;2;0;9;300000;9;2370000;1185000.0;1;3;2;4;0;0;1;1;1708
137;1;1;2;27;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;1;4000;2;2;4;3;0;1;72312;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;600000;1;600000;2;0;2;0;2;0;1;600000;1;818000;409000.0;1;3;3;5;0;0;2;0;1262
137;1;2;2;23;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16.0;1;1;1;8200;5;2;1;1;0;1;35113;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;200000;1;218000;2;0;2;0;2;0;1;218000;1;818000;409000.0;1;3;1;8;1;0;2;0;1262
138;1;1;2;27;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24.0;1;1;1;4000;2;2;1;1;0;1;72113;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;380000;9;380000;2;0;2;0;2;0;9;380000;9;430000;107500.0;1;3;1;5;0;0;2;0;456
138;1;2;2;18;2;4;5;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;1;1;2022;3;0;0;0;0;2;2;2;2;2;2;3;8200;53314;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;430000;107500.0;1;3;1;0;0;0;0;0;456
138;1;3;2;27;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;50000;1;50000;9;430000;107500.0;1;3;1;0;0;0;0;0;456
138;1;4;2;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;430000;107500.0;1;1;1;0;0;0;0;0;456
139;1;1;2;27;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;34.0;2;0;2;7301;5;2;1;1;0;1;32132;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;700000;1;700000;2;0;2;0;1;256506;1;956506;1;956506;956506.0;1;3;4;4;0;0;1;1;376
140;1;1;1;27;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;7200;5;1;2;4;0;2;42331;0;0;0;0;1;2;2;1;2;2;2;3;0;0;0;0;0;1;0;2;1;670000;1;670000;2;0;2;0;2;0;1;670000;1;870000;435000.0;1;4;2;1;0;0;2;0;768
140;1;2;1;27;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12.0;1;1;1;8502;7;2;2;3;0;1;41332;0;0;0;0;1;2;2;2;2;2;2;2;0;0;0;0;0;1;0;2;1;200000;1;200000;2;0;2;0;2;0;1;200000;1;870000;435000.0;2;4;3;1;0;0;2;0;768
141;1;1;1;27;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35.0;2;0;2;8401;6;1;2;4;0;2;11333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1000000;1;1000000;2;0;2;0;2;0;1;1000000;1;1000000;1000000.0;1;4;2;1;0;0;1;1;657
142;1;1;2;27;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;77.0;2;0;2;8600;7;2;3;4;0;2;40332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;450000;1;630000;2;0;2;0;2;0;1;630000;1;880000;440000.0;1;4;2;1;0;0;2;0;772
142;1;2;2;25;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30.0;2;0;2;9700;9;0;0;0;0;0;57314;0;0;0;0;2;2;2;2;2;2;2;2;1;1;3500;2;0;1;0;2;1;250000;1;250000;2;0;2;0;2;0;1;250000;1;880000;440000.0;2;4;2;7;0;1;2;0;772
143;1;1;3;27;2;1;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;156000;1;156000;1;156000;52000.0;2;2;1;0;0;0;0;0;351
143;1;2;3;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;156000;52000.0;1;1;1;0;0;0;0;0;351
143;1;3;3;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;156000;52000.0;3;1;1;0;0;0;0;0;351
144;1;1;3;27;2;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;38.0;2;0;2;5900;5;2;2;3;0;1;56314;0;0;0;0;2;1;1;1;1;1;1;1;0;0;0;0;0;1;0;2;1;430000;1;630000;2;0;2;0;2;0;1;630000;1;630000;315000.0;2;1;2;1;0;0;2;0;116
144;1;2;3;10;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;630000;315000.0;1;1;2;0;0;0;0;0;116
145;1;1;2;27;2;1;5;2;2;5;5;0;1;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0.0;0;0;2;5601;3;2;2;2;0;1;53313;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;1;80000;1;80000;2;0;2;0;2;0;1;80000;9;230000;115000.0;2;2;1;3;0;1;3;0;168
145;1;2;2;19;2;4;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41.7;1;1;2;9700;9;0;0;0;0;0;57314;0;0;0;0;2;1;1;1;1;1;2;1;1;2;0;1;1;1;0;2;9;150000;9;150000;2;0;2;0;2;0;9;150000;9;230000;115000.0;2;2;2;7;0;1;2;0;168
146;1;1;2;27;1;1;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;9;60000;9;240000;9;240000;9;240000;240000.0;2;2;4;0;0;0;0;0;322
147;1;1;3;27;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15.0;2;0;2;9700;9;0;0;0;0;0;55314;0;0;0;0;2;2;2;2;2;2;2;3;1;2;0;2;0;1;0;2;1;150000;1;150000;2;0;2;0;1;84000;1;234000;9;424000;141333.3;2;2;1;7;0;1;2;0;542
147;1;2;3;29;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;4000;2;2;1;1;0;1;72113;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;190000;9;190000;2;0;2;0;2;0;9;190000;9;424000;141333.3;2;2;1;5;0;0;2;0;542
147;1;3;3;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;424000;141333.3;1;1;1;0;0;0;0;0;542
148;1;1;2;27;2;1;1;2;2;4;0;0;0;0;0;2;2;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;0.0;2;1;1;0;0;0;0;0;452
148;1;2;2;8;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.0;1;1;1;0;0;0;0;0;452
148;1;3;2;39;1;2;1;2;2;4;0;0;0;0;0;2;1;0;1;2;0;0;2;1;2024;3;0;0;0;0;2;2;2;2;2;2;3;4000;72313;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;0.0;2;2;1;0;0;0;0;0;452
149;1;1;2;27;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;5601;3;2;2;3;0;1;53314;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;280000;1;280000;2;0;2;0;2;0;1;280000;1;280000;280000.0;2;2;1;1;0;0;2;0;509
150;1;1;3;27;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;5300;4;2;2;4;0;2;10332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;700000;1;700000;2;0;2;0;2;0;1;700000;9;1000000;500000.0;2;4;3;1;0;0;2;0;328
150;1;2;3;25;2;4;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;60.0;2;0;2;1001;1;2;2;3;0;1;10333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;300000;9;300000;2;0;2;0;2;0;9;300000;9;1000000;500000.0;2;1;3;1;0;0;2;0;328
151;1;1;3;27;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36.0;2;0;2;5202;4;2;2;4;0;2;20333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;900000;1;900000;2;0;2;0;2;0;1;900000;1;900000;900000.0;2;4;2;1;0;0;2;0;466
152;1;1;3;27;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;54.0;2;0;2;4807;3;2;2;2;0;1;10333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;750000;9;750000;2;0;2;0;2;0;9;750000;9;750000;750000.0;2;4;3;1;0;0;2;0;488
153;1;1;2;27;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;51.0;2;0;2;5601;3;2;2;3;0;1;53132;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000000;1;1125000;2;0;2;0;2;0;1;1125000;1;1125000;1125000.0;2;4;5;4;0;0;1;1;453
154;1;1;1;27;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;45.0;2;0;2;7100;5;2;2;3;0;1;72332;0;0;0;0;2;1;1;1;1;2;2;2;0;0;0;0;0;1;0;2;1;750000;1;750000;2;0;2;0;1;500000;1;1250000;1;1250000;1250000.0;2;4;4;1;0;0;2;0;844
155;1;1;2;27;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;6500;5;2;3;3;0;1;10333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1100000;1;1100000;2;0;2;0;2;0;1;1100000;1;1100000;1100000.0;2;4;2;1;0;0;1;1;690
156;1;1;1;27;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;5601;3;2;2;3;0;1;53334;0;0;0;0;2;1;1;1;2;2;2;3;0;0;0;0;0;1;0;2;1;700000;1;700000;2;0;2;0;1;350000;1;1050000;1;1050000;1050000.0;2;3;1;1;0;0;2;0;715
157;1;1;2;27;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;1;2;1;8401;6;1;2;4;0;2;10201;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;620000;1;620000;2;0;2;0;1;250000;1;870000;1;1370000;685000.0;2;3;2;1;0;0;2;0;213
157;1;2;2;28;1;6;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;500000;1;500000;1;1370000;685000.0;2;4;1;0;0;0;0;0;213
158;1;1;3;27;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;98.0;2;0;2;4903;4;2;2;2;0;1;34323;0;0;0;0;2;1;1;1;1;1;1;1;0;0;0;0;0;1;0;2;9;600000;9;600000;2;0;2;0;2;0;9;600000;9;850000;170000.0;2;3;2;8;1;0;2;0;1268
158;1;2;3;32;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;9700;9;0;0;0;0;0;55314;0;0;0;0;2;2;2;2;2;2;2;3;1;1;0;2;0;1;0;2;1;250000;1;250000;2;0;2;0;2;0;1;250000;9;850000;170000.0;2;2;2;7;0;1;2;0;1268
158;1;3;3;12;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;850000;170000.0;1;1;2;0;0;0;0;0;1268
158;1;4;3;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;850000;170000.0;1;1;2;0;0;0;0;0;1268
